title,budget,revenue,imdb_rating,runtime,main_genre,roi
Wild Things,20000000.0,67200000.0,6.6,108.0,Mystery,236.0
The Birth of a Nation,100000.0,11000000.0,6.1,195.0,Drama,10900.0
The Bodyguard,25000000.0,411006740.0,6.4,130.0,Action,1544.03
Ghostbusters,30000000.0,296640120.0,7.8,107.0,Comedy,888.8
Grease,6000000.0,396271103.0,7.2,110.0,Romance,6504.52
The Ninth Gate,38000000.0,58401898.0,6.7,133.0,Mystery,53.69
A Fish Called Wanda,7500000.0,188593712.0,7.5,109.0,Comedy,2414.58
Easy Rider,400000.0,60000000.0,7.2,95.0,Adventure,14900.0
The Killing Fields,14400000.0,34700291.0,7.8,142.0,Drama,140.97
Trainspotting,4000000.0,71981823.0,8.1,94.0,Drama,1699.55
Interview with the Vampire,60000000.0,223664608.0,7.5,123.0,Horror,272.77
The Usual Suspects,6000000.0,23300000.0,8.5,106.0,Drama,288.33
The Wizard of Oz,2777000.0,33754967.0,8.1,102.0,Adventure,1115.52
Bridget Jones's Diary,25000000.0,281929795.0,6.8,97.0,Comedy,1027.72
Angel Heart,17000000.0,17185954.0,7.2,113.0,Horror,1.09
THX 1138,777000.0,2437000.0,6.6,86.0,Science Fiction,213.64
Life Is Beautiful,20000000.0,230098753.0,8.6,116.0,Comedy,1050.49
Lost Highway,15000000.0,3836866.0,7.6,134.0,Drama,-74.42
When Harry Met Sally...,16000000.0,92823546.0,7.7,96.0,Comedy,480.15
Catch Me If You Can,52000000.0,352114312.0,8.1,141.0,Drama,577.14
Requiem for a Dream,4500000.0,7390108.0,8.3,102.0,Crime,64.22
Butch Cassidy and the Sundance Kid,6000000.0,102308889.0,8.0,111.0,Western,1605.15
A.I. Artificial Intelligence,100000000.0,235926552.0,7.2,146.0,Drama,135.93
Dr. No,1000000.0,59000000.0,7.2,110.0,Adventure,5800.0
Boyz n the Hood,6500000.0,57504069.0,7.8,112.0,Crime,784.68
M*A*S*H,3500000.0,81600000.0,7.3,116.0,Comedy,2231.43
Troy,175000000.0,497409852.0,7.3,163.0,War,184.23
On the Waterfront,910000.0,960000.0,8.1,108.0,Crime,5.49
"Paris, Texas",1750000.0,2181987.0,8.1,145.0,Drama,24.68
From Russia with Love,2000000.0,78900000.0,7.3,115.0,Action,3845.0
Goldfinger,3000000.0,124900000.0,7.7,110.0,Adventure,4063.33
The Tin Drum,3000000.0,17000000.0,7.4,162.0,Drama,466.67
Thunderball,9000000.0,141200000.0,6.9,130.0,Adventure,1468.89
Saw IV,10000000.0,139352633.0,5.9,93.0,Horror,1293.53
Twister,92000000.0,494471524.0,6.6,113.0,Action,437.47
Ben-Hur,15000000.0,164000000.0,8.1,222.0,History,993.33
Central Station,2900000.0,5596708.0,8.0,110.0,Drama,92.99
You Only Live Twice,9500000.0,111600000.0,6.8,117.0,Action,1074.74
On Her Majesty's Secret Service,7000000.0,82000000.0,6.7,142.0,Adventure,1071.43
Oldboy,3000000.0,17500000.0,8.3,120.0,Drama,483.33
Harry Potter and the Philosopher's Stone,125000000.0,976475550.0,7.7,152.0,Adventure,681.18
Harry Potter and the Chamber of Secrets,100000000.0,876688482.0,7.5,161.0,Adventure,776.69
Harry Potter and the Prisoner of Azkaban,130000000.0,789804554.0,7.9,141.0,Adventure,507.54
Harry Potter and the Goblet of Fire,150000000.0,895921036.0,7.7,157.0,Adventure,497.28
Harry Potter and the Order of the Phoenix,150000000.0,938212738.0,7.5,138.0,Adventure,525.48
Pearl Harbor,140000000.0,449220945.0,6.3,183.0,War,220.87
Aliens,18500000.0,183316455.0,8.4,137.0,Action,890.9
Pulp Fiction,8000000.0,213928762.0,8.8,154.0,Thriller,2574.11
Diamonds Are Forever,7200000.0,116019547.0,6.5,120.0,Action,1511.38
The Man with the Golden Gun,7000000.0,97600000.0,6.7,125.0,Adventure,1294.29
Contact,90000000.0,171120329.0,7.5,150.0,Drama,90.13
Dead Man Walking,11000000.0,39363635.0,7.5,122.0,Drama,257.85
The Bridges of Madison County,24000000.0,182000000.0,7.6,135.0,Drama,658.33
The Spy Who Loved Me,13500000.0,185438673.0,7.0,125.0,Adventure,1273.62
Pink Flamingos,12000.0,6000000.0,6.0,93.0,Comedy,49900.0
Meet the Fockers,80000000.0,516642939.0,6.4,115.0,Comedy,545.8
The Shining,19000000.0,44781695.0,8.4,144.0,Horror,135.69
Short Cuts,12000000.0,6110979.0,7.6,188.0,Drama,-49.08
Manhattan,9000000.0,40194067.0,7.8,96.0,Comedy,346.6
Moonraker,34000000.0,210308099.0,6.3,126.0,Action,518.55
For Your Eyes Only,28000000.0,195300000.0,6.7,128.0,Adventure,597.5
Octopussy,27500000.0,187500000.0,6.5,131.0,Adventure,581.82
A Streetcar Named Desire,1800000.0,8000000.0,7.9,125.0,Drama,344.44
Annie Hall,4000000.0,43989445.0,7.9,93.0,Comedy,999.74
A Hard Day's Night,560000.0,11000000.0,7.5,88.0,Comedy,1864.29
All About Eve,1400000.0,8400000.0,8.2,139.0,Drama,500.0
A View to a Kill,30000000.0,152427960.0,6.3,131.0,Adventure,408.09
The Living Daylights,40000000.0,191185897.0,6.7,130.0,Action,377.96
Licence to Kill,32000000.0,156167015.0,6.7,133.0,Adventure,388.02
GoldenEye,60000000.0,352194034.0,7.2,130.0,Adventure,486.99
Finding Forrester,43000000.0,80100000.0,7.3,136.0,Drama,86.28
Four Weddings and a Funeral,4400000.0,245700832.0,7.1,117.0,Comedy,5484.11
The Piano,7000000.0,40200000.0,7.5,120.0,Drama,474.29
Tomorrow Never Dies,110000000.0,333011068.0,6.5,119.0,Adventure,202.74
Top Gun,15000000.0,356830601.0,7.0,110.0,Action,2278.87
The Sixth Sense,40000000.0,672800000.0,8.2,107.0,Mystery,1582.0
The Last Emperor,23800000.0,44000000.0,7.7,163.0,Drama,84.87
Shaun of the Dead,6000000.0,39396175.0,7.9,99.0,Horror,556.6
V for Vendetta,54000000.0,134686457.0,8.1,132.0,Action,149.42
Face/Off,80000000.0,245700000.0,7.3,139.0,Action,207.12
From Dusk Till Dawn,19000000.0,25800000.0,7.2,108.0,Horror,35.79
Fantasia,2280000.0,76411819.0,7.7,124.0,Animation,3251.4
Gentlemen Prefer Blondes,2300000.0,5300000.0,7.1,91.0,Comedy,130.43
Monty Python and the Holy Grail,400000.0,5763644.0,8.2,91.0,Adventure,1340.91
Braindead,3000000.0,242623.0,7.5,103.0,Horror,-91.91
The Evil Dead,350000.0,29612367.0,7.4,85.0,Horror,8360.68
Evil Dead II,3500000.0,10900000.0,7.7,84.0,Horror,211.43
Army of Darkness,11000000.0,21502976.0,7.4,81.0,Fantasy,95.48
Harry Potter and the Half-Blood Prince,250000000.0,933959197.0,7.6,153.0,Adventure,273.58
From Hell,35000000.0,74558115.0,6.7,122.0,Horror,113.02
GoodFellas,25000000.0,46800000.0,8.7,145.0,Drama,87.2
Gone with the Wind,4000000.0,402352579.0,8.2,233.0,Drama,9958.81
Home Alone,18000000.0,476684675.0,7.7,103.0,Comedy,2548.25
Home Alone 2: Lost in New York,18000000.0,358994850.0,6.9,120.0,Comedy,1894.42
Little Miss Sunshine,8000000.0,100523181.0,7.8,102.0,Comedy,1156.54
The Rules of the Game,8847685.0,273520.0,7.9,106.0,Drama,-96.91
Gattaca,36000000.0,12532777.0,7.7,107.0,Thriller,-65.19
Gandhi,22000000.0,77737889.0,8.0,191.0,Drama,253.35
Kolya,1031764.0,7566841.0,7.7,105.0,Drama,633.39
Almost Famous,60000000.0,47386287.0,7.9,124.0,Drama,-21.02
Mr. & Mrs. Smith,110000000.0,487287646.0,6.5,119.0,Action,342.99
Mrs. Doubtfire,25000000.0,441286195.0,7.1,125.0,Comedy,1665.14
The Fog,1000000.0,21448830.0,6.8,90.0,Horror,2044.88
The Fog,18000000.0,46201432.0,3.7,100.0,Horror,156.67
Platoon,6000000.0,138530565.0,8.1,120.0,Drama,2208.84
Blue Velvet,6000000.0,8636706.0,7.7,120.0,Mystery,43.95
The Omen,2800000.0,60922980.0,7.5,111.0,Horror,2075.82
City of Angels,55000000.0,198685114.0,6.7,114.0,Romance,261.25
Cruel Intentions,10500000.0,76347426.0,6.8,98.0,Drama,627.12
"Good Morning, Vietnam",13000000.0,123922370.0,7.3,121.0,Comedy,853.25
Lolita,2000000.0,9250000.0,7.5,154.0,Drama,362.5
Roman Holiday,1500000.0,12000000.0,8.0,119.0,Romance,700.0
Rosemary's Baby,3200000.0,33395426.0,8.0,138.0,Drama,943.61
The Omen,25000000.0,119975084.0,5.5,110.0,Horror,379.9
Se7en,33000000.0,327311859.0,8.6,127.0,Crime,891.85
Shrek,60000000.0,488628188.0,7.9,90.0,Animation,714.38
Shrek 2,150000000.0,935454538.0,7.4,92.0,Animation,523.64
Shrek the Third,160000000.0,813367380.0,6.1,93.0,Fantasy,408.35
Aladdin,28000000.0,504050219.0,8.0,92.0,Animation,1700.18
Airplane!,3500000.0,83453539.0,7.7,88.0,Comedy,2284.39
An American Werewolf in London,10000000.0,31973249.0,7.5,97.0,Comedy,219.73
Austin Powers: International Man of Mystery,16500000.0,67711748.0,7.0,89.0,Science Fiction,310.37
Austin Powers: The Spy Who Shagged Me,33000000.0,312016928.0,6.7,95.0,Adventure,845.51
Austin Powers in Goldmember,63000000.0,296938801.0,6.2,94.0,Comedy,371.33
Sleepers,44000000.0,165600000.0,7.5,147.0,Crime,276.36
JFK,40000000.0,205405498.0,8.0,188.0,Drama,413.51
Judgment at Nuremberg,3000000.0,10000000.0,8.3,191.0,Drama,233.33
Moulin Rouge!,52500000.0,179213434.0,7.6,128.0,Drama,241.36
Playing by Heart,20000000.0,3970078.0,6.9,121.0,Comedy,-80.15
The Bridge on the River Kwai,3000000.0,44908000.0,8.1,161.0,Drama,1396.93
The Day the Earth Stood Still,995000.0,1850000.0,7.7,92.0,Science Fiction,85.93
Chinatown,6000000.0,30000000.0,8.1,130.0,Crime,400.0
Forbidden Planet,1900000.0,3250000.0,7.5,98.0,Science Fiction,71.05
This Island Earth,800000.0,1700000.0,5.9,85.0,Science Fiction,112.5
Underworld: Evolution,50000000.0,111476513.0,6.7,106.0,Fantasy,122.95
Videodrome,5952000.0,2120439.0,7.2,88.0,Horror,-64.37
American Graffiti,777000.0,140000000.0,7.4,110.0,Comedy,17918.02
Close Encounters of the Third Kind,20000000.0,306889114.0,7.6,137.0,Science Fiction,1434.45
Dune,40000000.0,31502434.0,6.3,137.0,Action,-21.24
In the Mood for Love,3000000.0,15867968.0,8.1,98.0,Drama,428.93
2046,12000000.0,20205757.0,7.4,128.0,Drama,68.38
Strangers on a Train,1200000.0,7000000.0,7.9,101.0,Crime,483.33
The X-Files,66000000.0,189198313.0,7.0,121.0,Mystery,186.66
Willow,35000000.0,57300000.0,7.2,126.0,Fantasy,63.71
Dragonslayer,18000000.0,14110013.0,6.6,108.0,Fantasy,-21.61
Krull,27000000.0,16916617.0,6.1,121.0,Action,-37.35
A Christmas Story,3300000.0,20700000.0,7.9,93.0,Comedy,527.27
Enemy at the Gates,68000000.0,96976270.0,7.5,131.0,Drama,42.61
The Mask,23000000.0,351583407.0,7.0,101.0,Romance,1428.62
Black Hawk Down,92000000.0,172989651.0,7.7,145.0,Action,88.03
Who Framed Roger Rabbit,70000000.0,329800000.0,7.7,104.0,Fantasy,371.14
Saving Private Ryan,70000000.0,481840909.0,8.6,169.0,Drama,588.34
Sleepless in Seattle,21000000.0,227799884.0,6.8,105.0,Comedy,984.76
Dangerous Liaisons,14000000.0,34670720.0,7.5,119.0,Drama,147.65
WarGames,12000000.0,124600000.0,7.1,114.0,Thriller,938.33
Total Recall,65000000.0,261317921.0,7.5,113.0,Action,302.03
Toy Story,30000000.0,394436586.0,8.3,81.0,Animation,1214.79
Toy Story 2,90000000.0,497375381.0,7.9,92.0,Animation,452.64
Cool Runnings,14000000.0,154856263.0,7.0,98.0,Comedy,1006.12
The Running Man,27000000.0,38122105.0,6.6,100.0,Action,41.19
Finding Neverland,25000000.0,116766556.0,7.6,106.0,Drama,367.07
Sliver,40000000.0,116300000.0,5.1,107.0,Drama,190.75
Tsotsi,3000000.0,9891303.0,7.2,94.0,Crime,229.71
Planet of the Apes,100000000.0,362211740.0,5.7,120.0,Thriller,262.21
Planet of the Apes,5800000.0,32589624.0,8.0,112.0,Science Fiction,461.89
Singin' in the Rain,2540800.0,7200000.0,8.3,103.0,Comedy,183.38
The Color Purple,15000000.0,146300000.0,7.7,154.0,Drama,875.33
A Man for All Seasons,3900000.0,28350000.0,7.7,120.0,Drama,626.92
Scarface,800000.0,600000.0,7.7,93.0,Crime,-25.0
Hook,70000000.0,300854823.0,6.8,141.0,Adventure,329.79
A Few Good Men,40000000.0,243240178.0,7.7,138.0,Drama,508.1
Crash,9000000.0,2671855.0,6.4,100.0,Thriller,-70.31
The Best Years of Our Lives,2100000.0,23650000.0,8.1,171.0,Drama,1026.19
The Flintstones,46000000.0,341631208.0,5.0,91.0,Fantasy,642.68
The Flintstones in Viva Rock Vegas,83000000.0,59468275.0,3.7,90.0,Comedy,-28.35
All the President's Men,8500000.0,70600000.0,7.9,138.0,Drama,730.59
Delicatessen,4000000.0,1794187.0,7.5,99.0,Comedy,-55.15
Birdman of Alcatraz,2650000.0,3100000.0,7.8,147.0,Drama,16.98
City Lights,1500000.0,4250000.0,8.5,87.0,Comedy,183.33
The City of Lost Children,18000000.0,1738611.0,7.4,113.0,Fantasy,-90.34
Cool Hand Luke,3200000.0,16217773.0,8.0,127.0,Drama,406.81
Doctor Zhivago,11000000.0,111858363.0,7.9,200.0,Drama,916.89
Meet Me in St. Louis,1707561.0,7566000.0,7.5,114.0,Comedy,343.09
The Big Sleep,250000.0,10682000.0,7.9,114.0,Mystery,4172.8
The Thomas Crown Affair,4300000.0,14000000.0,6.9,102.0,Crime,225.58
The Thomas Crown Affair,48000000.0,124305181.0,6.9,113.0,Drama,158.97
The Great Dictator,2000000.0,11000000.0,8.4,125.0,Comedy,450.0
Bullitt,5500000.0,42300000.0,7.4,113.0,Action,669.09
Blind Date,18000000.0,39321715.0,6.0,95.0,Comedy,118.45
Cars,120000000.0,461983149.0,7.3,117.0,Animation,284.99
Cinderella Man,88000000.0,108539911.0,8.0,144.0,Romance,23.34
Dead Man,9000000.0,1038000.0,7.5,121.0,Drama,-88.47
Dawn of the Dead,650000.0,55000000.0,7.8,127.0,Horror,8361.54
Dawn of the Dead,26000000.0,102278712.0,7.2,101.0,Horror,293.38
Do the Right Thing,6500000.0,37300000.0,8.0,120.0,Drama,473.85
Galaxy Quest,45000000.0,90683916.0,7.4,101.0,Comedy,101.52
Gremlins,11000000.0,153083102.0,7.3,106.0,Fantasy,1291.66
Gremlins 2: The New Batch,50000000.0,41482207.0,6.4,106.0,Comedy,-17.04
Godzilla,130000000.0,379014294.0,5.5,138.0,Science Fiction,191.55
Rififi,200000.0,460000.0,8.1,118.0,Crime,130.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000.0,9500000.0,8.3,95.0,Comedy,427.78
For a Few Dollars More,600000.0,15000000.0,8.2,132.0,Western,2400.0
The Jazz Singer,422000.0,2600000.0,6.4,89.0,Drama,516.11
Lethal Weapon,15000000.0,120207127.0,7.6,110.0,Adventure,701.38
Lethal Weapon 2,25000000.0,227853986.0,7.3,114.0,Action,811.42
Lethal Weapon 3,35000000.0,321731527.0,6.7,118.0,Action,819.23
Lethal Weapon 4,140000000.0,285444603.0,6.6,127.0,Action,103.89
Lawrence of Arabia,15000000.0,69995385.0,8.3,228.0,Adventure,366.64
Halloween,325000.0,70260597.0,7.7,91.0,Horror,21518.65
Heat,60000000.0,187400000.0,8.3,170.0,Crime,212.33
Ice Age: The Meltdown,80000000.0,660998756.0,6.8,91.0,Animation,726.25
Kindergarten Cop,15000000.0,201957688.0,6.3,111.0,Comedy,1246.38
Madagascar,75000000.0,542064525.0,6.9,86.0,Family,622.75
Mission: Impossible,80000000.0,457696391.0,7.2,110.0,Adventure,472.12
Mission: Impossible II,125000000.0,546388108.0,6.1,123.0,Adventure,337.11
Mission: Impossible III,150000000.0,398479497.0,6.9,126.0,Adventure,165.65
Spaceballs,22700000.0,38120460.0,7.1,96.0,Comedy,67.93
The General,750000.0,1000000.0,8.1,79.0,Action,33.33
The Gold Rush,923000.0,4000000.0,8.1,95.0,Adventure,333.37
The Maltese Falcon,375000.0,1772000.0,7.9,100.0,Mystery,372.53
The Magnificent Seven,2000000.0,4905000.0,7.7,127.0,Western,145.25
Spartacus,12000000.0,60000000.0,7.9,197.0,History,400.0
Dog Day Afternoon,1800000.0,46665856.0,8.0,125.0,Crime,2492.55
Paths of Glory,935000.0,1200000.0,8.4,88.0,War,28.34
Sweet Smell of Success,3400000.0,2500000.0,8.0,97.0,Drama,-26.47
Seven Years in Tibet,70000000.0,131457682.0,7.1,136.0,Adventure,87.8
Irreversible,3500000.0,6500000.0,7.3,94.0,Drama,85.71
The Manchurian Candidate,2200000.0,7700000.0,7.9,126.0,Thriller,250.0
The Man Who Would Be King,8000000.0,12678.0,7.7,129.0,Adventure,-99.84
Dirty Harry,4000000.0,35976000.0,7.7,102.0,Action,799.4
Eraserhead,100000.0,7000000.0,7.3,89.0,Horror,6900.0
The China Syndrome,5900000.0,51718367.0,7.4,122.0,Drama,776.58
The Hustler,2000000.0,7600000.0,7.9,134.0,Drama,280.0
Sleuth,3500000.0,5750000.0,7.9,138.0,Thriller,64.29
Straw Dogs,2200000.0,3251794.0,7.4,116.0,Drama,47.81
Stagecoach,531374.0,1103757.0,7.8,96.0,Western,107.72
Double Indemnity,927262.0,2500000.0,8.3,107.0,Crime,169.61
Mulholland Drive,15000000.0,20289986.0,7.9,147.0,Thriller,35.27
Heavenly Creatures,5000000.0,3049135.0,7.2,109.0,Drama,-39.02
Sommersby,30000000.0,140081992.0,6.3,109.0,Drama,366.94
The French Connection,1800000.0,41200000.0,7.7,104.0,Action,2188.89
Breathless,7500000.0,19910002.0,6.0,100.0,Romance,165.47
Arlington Road,31000000.0,41100000.0,7.2,117.0,Crime,32.58
Whale Rider,8000000.0,41400000.0,7.5,101.0,Drama,417.5
Point Break,24000000.0,83531958.0,7.3,122.0,Action,248.05
The Thirteenth Floor,16000000.0,18564088.0,7.0,101.0,Thriller,16.03
The Thing,15000000.0,19629760.0,8.2,109.0,Horror,30.87
Escape from New York,6000000.0,50244700.0,7.1,99.0,Science Fiction,737.41
The Wind That Shakes the Barley,6500000.0,22900000.0,7.5,127.0,Drama,252.31
Catch a Fire,14000000.0,5700000.0,6.7,101.0,Action,-59.29
The Prestige,40000000.0,109676311.0,8.5,130.0,Drama,174.19
Dreamgirls,70000000.0,154937680.0,6.6,130.0,Drama,121.34
The Miracle Worker,500000.0,2500000.0,8.1,106.0,Drama,400.0
Babel,25000000.0,135330835.0,7.5,143.0,Drama,441.32
The Queen,15000000.0,123384128.0,7.3,103.0,Drama,722.56
The Talented Mr. Ripley,40000000.0,128798265.0,7.4,140.0,Thriller,222.0
The Remains of the Day,11500000.0,23240144.0,7.8,134.0,Drama,102.09
Rocky Balboa,24000000.0,155929020.0,7.1,102.0,Drama,549.7
The Good Shepherd,85000000.0,100266865.0,6.7,167.0,Drama,17.96
Hannibal Rising,75000000.0,82169884.0,6.1,121.0,Crime,9.56
Ghost Rider,110000000.0,228738393.0,5.3,114.0,Thriller,107.94
Letters from Iwo Jima,19000000.0,68673228.0,7.8,141.0,Action,261.44
Lonely Hearts,18000000.0,2520000.0,6.4,108.0,Drama,-86.0
The Host,11000000.0,88489643.0,7.1,120.0,Horror,704.45
Notes on a Scandal,15000000.0,49814392.0,7.4,92.0,Drama,232.1
Stranger Than Fiction,30000000.0,53653224.0,7.5,113.0,Comedy,78.84
The Wild Soccer Bunch 4,5833536.0,18873863.0,3.7,110.0,Comedy,223.54
Bridge to Terabithia,60000000.0,137587063.0,7.2,96.0,Adventure,129.31
Street Kings,20000000.0,66476363.0,6.8,109.0,Action,232.38
Meet the Robinsons,150000000.0,169332978.0,6.8,95.0,Animation,12.89
Mr. Bean's Holiday,25000000.0,232225908.0,6.4,90.0,Family,828.9
300,65000000.0,456082343.0,7.6,116.0,Action,601.67
Sunshine,50000000.0,34800000.0,7.2,107.0,Science Fiction,-30.4
TMNT,34000000.0,95608995.0,6.2,86.0,Adventure,181.2
The Dreamers,15000000.0,15100000.0,7.1,115.0,Drama,0.67
Samaritan Girl,1000000.0,328161.0,7.0,96.0,Drama,-67.18
Bean,18000000.0,251212670.0,6.5,89.0,Family,1295.63
Torrente 3: The Protector,5500000.0,21779366.0,5.6,91.0,Comedy,295.99
American Psycho,7000000.0,34300000.0,7.6,102.0,Thriller,390.0
Frida,12000000.0,56298474.0,7.3,123.0,Drama,369.15
Monster's Ball,4000000.0,44900000.0,7.0,113.0,Drama,1022.5
Rocky,1000000.0,225253184.0,8.1,120.0,Drama,22425.32
Rocky II,7000000.0,85187855.0,7.3,120.0,Drama,1116.97
First Blood,15000000.0,125212904.0,7.7,93.0,Action,734.75
Rambo: First Blood Part II,44000000.0,300400432.0,6.5,96.0,Action,582.73
Rambo III,63000000.0,189015611.0,5.8,102.0,Action,200.02
Rocky III,17000000.0,269952898.0,6.9,99.0,Drama,1487.96
Blood Diamond,100000000.0,171700000.0,8.0,143.0,Drama,71.7
Rocky IV,31000000.0,300473716.0,6.9,91.0,Drama,869.27
Rocky V,42000000.0,119946358.0,5.4,104.0,Drama,185.59
Shortbus,2000000.0,5557564.0,6.4,101.0,Romance,177.88
Lights in the Dusk,1380000.0,1615018.0,6.8,78.0,Drama,17.03
Gleaming the Cube,10000000.0,2777280.0,6.3,106.0,Crime,-72.23
The Fountain,35000000.0,15304890.0,7.1,96.0,Drama,-56.27
Out of Sight,48000000.0,77745966.0,7.0,123.0,Romance,61.97
Y Tu Mamá También,5000000.0,33600000.0,7.7,106.0,Drama,572.0
Born Into Brothels: Calcutta's Red Light Kids,350000.0,3529201.0,7.2,85.0,Documentary,908.34
Nostalgia,875000.0,311708.0,7.9,124.0,Drama,-64.38
Mirror,825000.0,124367.0,7.9,107.0,Drama,-84.93
The Pursuit of Happyness,55000000.0,307077295.0,8.0,117.0,Drama,458.32
Greed,665603.0,274827.0,8.0,140.0,Drama,-58.71
City Slickers,27000000.0,179033791.0,6.8,114.0,Comedy,563.09
La Vie en Rose,25000000.0,86274793.0,7.5,140.0,Music,245.1
Cutthroat Island,102000000.0,16000000.0,5.7,124.0,Action,-84.31
The Rapture,3000000.0,1277404.0,6.3,100.0,Mystery,-57.42
"sex, lies, and videotape",1200000.0,24741667.0,7.2,101.0,Drama,1961.81
M. Butterfly,17000000.0,1499795.0,6.7,101.0,Romance,-91.18
Party Monster,5000000.0,742898.0,6.2,98.0,Comedy,-85.14
Pan's Labyrinth,19000000.0,83258226.0,8.2,118.0,Fantasy,338.2
The Departed,90000000.0,291465000.0,8.5,151.0,Drama,223.85
Perfume: The Story of a Murderer,63700000.0,135039924.0,7.5,147.0,Crime,111.99
Once Upon a Time in Mexico,29000000.0,98769390.0,6.3,102.0,Action,240.58
25th Hour,5000000.0,23932055.0,7.6,135.0,Crime,378.64
Bowling for Columbine,4000000.0,35564473.0,8.0,120.0,Documentary,789.11
The Devil's Backbone,4500000.0,6582065.0,7.4,108.0,Fantasy,46.27
Tarnation,218.0,1162014.0,7.1,91.0,Documentary,532933.94
The Warrior,8000000.0,996179.0,7.1,155.0,History,-87.55
Anna and the King,75000000.0,113996937.0,6.7,148.0,Drama,52.0
Little Children,26000000.0,14821658.0,7.5,137.0,Drama,-42.99
The Contract,25000000.0,5549200.0,5.6,96.0,Drama,-77.8
The Virgin Suicides,6000000.0,10409377.0,7.2,97.0,Drama,73.49
Blood: The Last Vampire,30000000.0,5874530.0,5.3,91.0,Action,-80.42
Superman Returns,223000000.0,391081192.0,6.1,154.0,Science Fiction,75.37
Touch of Evil,829000.0,2247500.0,7.9,111.0,Crime,171.11
Hellboy,66000000.0,99318987.0,6.9,122.0,Fantasy,50.48
The Illusionist,16500000.0,87892388.0,7.5,110.0,Fantasy,432.68
1492: Conquest of Paradise,47000000.0,7191399.0,6.4,154.0,Action,-84.7
Miss Congeniality,45000000.0,212000000.0,6.3,111.0,Comedy,371.11
Curse of the Golden Flower,45000000.0,78568977.0,7.0,114.0,Action,74.6
Kingdom of Heaven,130000000.0,218366336.0,7.3,144.0,Drama,67.97
Cool as Ice,6000000.0,1193062.0,3.0,91.0,Romance,-80.12
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,78656813.0,6.0,88.0,Science Fiction,214.63
Teenage Mutant Ninja Turtles,13500000.0,201965915.0,6.8,93.0,Science Fiction,1396.04
Teenage Mutant Ninja Turtles III,21000000.0,42273609.0,4.8,95.0,Action,101.3
The Last King of Scotland,6000000.0,48600000.0,7.6,123.0,Drama,710.0
Pathfinder,45000000.0,30800000.0,5.4,99.0,Adventure,-31.56
